"ID";"RegioS";"Perioden";"PrijsindexVerkoopprijzen_1";"OntwikkelingTOVVoorgaandePeriode_2";"OntwikkelingTOVEenJaarEerder_3";"VerkochteWoningen_4";"OntwikkelingTOVVoorgaandePeriode_5";"OntwikkelingTOVEenJaarEerder_6";"GemiddeldeVerkoopprijs_7";"TotaleWaardeVerkoopprijzen_8"
"640";"PV20  ";"1995KW01";"42.8";;;"1000";;;"66476";"66"
"641";"PV20  ";"1995KW02";"42.8";"0.1";;"1224";"22.4";;"66552";"81"
"642";"PV20  ";"1995KW03";"44";"2.8";;"1487";"21.5";;"70076";"104"
"643";"PV20  ";"1995KW04";"44.4";"0.9";;"1801";"21.1";;"67849";"122"
"644";"PV20  ";"1995JJ00";"43.5";;;"5512";;;"67913";"374"
"645";"PV20  ";"1996KW01";"45.7";"2.8";"6.8";"1355";"-24.8";"35.5";"69162";"94"
"646";"PV20  ";"1996KW02";"47.1";"3";"9.9";"1652";"21.9";"35";"71210";"118"
"647";"PV20  ";"1996KW03";"48.2";"2.3";"9.4";"1780";"7.7";"19.7";"74126";"132"
"648";"PV20  ";"1996KW04";"49.1";"1.9";"10.5";"1934";"8.7";"7.4";"74476";"144"
"649";"PV20  ";"1996JJ00";"47.5";"9.2";"9.2";"6721";"21.9";"21.9";"72509";"487"
"650";"PV20  ";"1997KW01";"50";"1.8";"9.4";"1315";"-32";"-3";"75620";"99"
"651";"PV20  ";"1997KW02";"50.7";"1.5";"7.8";"1891";"43.8";"14.5";"79193";"150"
"652";"PV20  ";"1997KW03";"52.2";"2.9";"8.4";"1767";"-6.6";"-0.7";"80506";"142"
"653";"PV20  ";"1997KW04";"52.8";"1.1";"7.5";"1807";"2.3";"-6.6";"80900";"146"
"654";"PV20  ";"1997JJ00";"51.4";"8.2";"8.2";"6780";"0.9";"0.9";"79297";"538"
"655";"PV20  ";"1998KW01";"53.7";"1.7";"7.4";"1300";"-28.1";"-1.1";"79832";"104"
"656";"PV20  ";"1998KW02";"54.1";"0.9";"6.7";"1741";"33.9";"-7.9";"81650";"142"
"657";"PV20  ";"1998KW03";"55.8";"3";"6.9";"1878";"7.9";"6.3";"88440";"166"
"658";"PV20  ";"1998KW04";"57.4";"2.9";"8.8";"2052";"9.3";"13.6";"86471";"177"
"659";"PV20  ";"1998JJ00";"55.2";"7.5";"7.5";"6971";"2.8";"2.8";"84559";"589"
"660";"PV20  ";"1999KW01";"57.7";"0.6";"7.6";"1582";"-22.9";"21.7";"89943";"142"
"661";"PV20  ";"1999KW02";"60.2";"4.3";"11.2";"1918";"21.2";"10.2";"93023";"178"
"662";"PV20  ";"1999KW03";"62.7";"4.1";"12.4";"2268";"18.2";"20.8";"98747";"224"
"663";"PV20  ";"1999KW04";"64.5";"3";"12.4";"2175";"-4.1";"6";"100441";"218"
"664";"PV20  ";"1999JJ00";"61.3";"10.9";"10.9";"7943";"13.9";"13.9";"96075";"763"
"665";"PV20  ";"2000KW01";"66.6";"3.2";"15.3";"1482";"-31.9";"-6.3";"105255";"156"
"666";"PV20  ";"2000KW02";"69.6";"4.5";"15.5";"1674";"13";"-12.7";"108299";"181"
"667";"PV20  ";"2000KW03";"73.3";"5.3";"16.9";"1839";"9.9";"-18.9";"115044";"212"
"668";"PV20  ";"2000KW04";"75.3";"2.7";"16.6";"1876";"2";"-13.7";"116797";"219"
"669";"PV20  ";"2000JJ00";"71.2";"16.1";"16.1";"6871";"-13.5";"-13.5";"111768";"768"
"670";"PV20  ";"2001KW01";"77.2";"2.6";"15.9";"1341";"-28.5";"-9.5";"119178";"160"
"671";"PV20  ";"2001KW02";"79.7";"3.3";"14.6";"1687";"25.8";"0.8";"125327";"211"
"672";"PV20  ";"2001KW03";"84.2";"5.6";"15";"1998";"18.4";"8.6";"132616";"265"
"673";"PV20  ";"2001KW04";"85";"0.9";"12.9";"1824";"-8.7";"-2.8";"136490";"249"
"674";"PV20  ";"2001JJ00";"81.5";"14.6";"14.6";"6850";"-0.3";"-0.3";"129222";"885"
"675";"PV20  ";"2002KW01";"87.3";"2.7";"13.1";"1453";"-20.3";"8.4";"135510";"197"
"676";"PV20  ";"2002KW02";"89";"2";"11.7";"1752";"20.6";"3.9";"138403";"242"
"677";"PV20  ";"2002KW03";"91.3";"2.5";"8.3";"1875";"7";"-6.2";"146470";"275"
"678";"PV20  ";"2002KW04";"91.1";"-0.2";"7.2";"1821";"-2.9";"-0.2";"143886";"262"
"679";"PV20  ";"2002JJ00";"89.7";"10";"10";"6901";"0.7";"0.7";"141432";"976"
"680";"PV20  ";"2003KW01";"93.4";"2.5";"7";"1318";"-27.6";"-9.3";"144162";"190"
"681";"PV20  ";"2003KW02";"94.6";"1.3";"6.3";"1667";"26.5";"-4.9";"147774";"246"
"682";"PV20  ";"2003KW03";"96.4";"1.9";"5.7";"1760";"5.6";"-6.1";"149559";"263"
"683";"PV20  ";"2003KW04";"96.5";"0.1";"6";"1958";"11.3";"7.5";"149920";"294"
"684";"PV20  ";"2003JJ00";"95.2";"6.2";"6.2";"6703";"-2.9";"-2.9";"148159";"993"
"685";"PV20  ";"2004KW01";"98.4";"1.9";"5.4";"1330";"-32.1";"0.9";"148888";"198"
"686";"PV20  ";"2004KW02";"99.3";"1";"5";"1607";"20.8";"-3.6";"156129";"251"
"687";"PV20  ";"2004KW03";"102.3";"3";"6.1";"1816";"13";"3.2";"159717";"290"
"688";"PV20  ";"2004KW04";"102.1";"-0.2";"5.8";"1915";"5.5";"-2.2";"154229";"295"
"689";"PV20  ";"2004JJ00";"100.5";"5.6";"5.6";"6668";"-0.5";"-0.5";"155116";"1034"
"690";"PV20  ";"2005KW01";"105";"2.9";"6.7";"1299";"-32.2";"-2.3";"162624";"211"
"691";"PV20  ";"2005KW02";"107";"1.9";"7.7";"1645";"26.6";"2.4";"167051";"275"
"692";"PV20  ";"2005KW03";"109.4";"2.3";"7";"1997";"21.4";"10";"170018";"340"
"693";"PV20  ";"2005KW04";"110.7";"1.2";"8.4";"1896";"-5.1";"-1";"170671";"324"
"694";"PV20  ";"2005JJ00";"108";"7.5";"7.5";"6837";"2.5";"2.5";"168081";"1149"
"695";"PV20  ";"2006KW01";"112";"1.2";"6.6";"1550";"-18.2";"19.3";"169946";"263"
"696";"PV20  ";"2006KW02";"114.4";"2.1";"6.9";"1743";"12.5";"6";"172733";"301"
"697";"PV20  ";"2006KW03";"115.4";"0.9";"5.5";"1824";"4.6";"-8.7";"184728";"337"
"698";"PV20  ";"2006KW04";"115.8";"0.4";"4.6";"1935";"6.1";"2.1";"182790";"354"
"699";"PV20  ";"2006JJ00";"114.4";"5.9";"5.9";"7052";"3.1";"3.1";"177983";"1255"
"700";"PV20  ";"2007KW01";"117.4";"1.4";"4.8";"1507";"-22.1";"-2.8";"183867";"277"
"701";"PV20  ";"2007KW02";"117";"-0.3";"2.3";"1757";"16.6";"0.8";"185893";"327"
"702";"PV20  ";"2007KW03";"119.1";"1.8";"3.2";"1778";"1.2";"-2.5";"187338";"333"
"703";"PV20  ";"2007KW04";"119.1";"0";"2.8";"1808";"1.7";"-6.6";"190110";"344"
"704";"PV20  ";"2007JJ00";"118.1";"3.3";"3.3";"6850";"-2.9";"-2.9";"186935";"1281"
"705";"PV20  ";"2008KW01";"120.2";"0.9";"2.4";"1332";"-26.3";"-11.6";"188678";"251"
"706";"PV20  ";"2008KW02";"119.9";"-0.3";"2.5";"1529";"14.8";"-13";"186068";"284"
"707";"PV20  ";"2008KW03";"121.2";"1.1";"1.8";"1654";"8.2";"-7";"185925";"308"
"708";"PV20  ";"2008KW04";"120.9";"-0.2";"1.5";"1478";"-10.6";"-18.3";"191961";"284"
"709";"PV20  ";"2008JJ00";"120.5";"2";"2";"5993";"-12.5";"-12.5";"188062";"1127"
"710";"PV20  ";"2009KW01";"117.3";"-3";"-2.4";"912";"-38.3";"-31.5";"186939";"170"
"711";"PV20  ";"2009KW02";"115.2";"-1.7";"-3.9";"1074";"17.8";"-29.8";"175144";"188"
"712";"PV20  ";"2009KW03";"116";"0.7";"-4.2";"1140";"6.1";"-31.1";"177097";"202"
"713";"PV20  ";"2009KW04";"114.3";"-1.5";"-5.5";"1277";"12";"-13.6";"186403";"238"
"714";"PV20  ";"2009JJ00";"115.7";"-4";"-4";"4403";"-26.5";"-26.5";"181358";"799"
"715";"PV20  ";"2010KW01";"114.5";"0.2";"-2.3";"880";"-31.1";"-3.5";"173557";"153"
"716";"PV20  ";"2010KW02";"113.7";"-0.8";"-1.4";"1078";"22.5";"0.4";"178022";"192"
"717";"PV20  ";"2010KW03";"115.6";"1.7";"-0.4";"1202";"11.5";"5.4";"184848";"222"
"718";"PV20  ";"2010KW04";"113.3";"-1.9";"-0.8";"1187";"-1.2";"-7";"174119";"207"
"719";"PV20  ";"2010JJ00";"114.3";"-1.2";"-1.2";"4347";"-1.3";"-1.3";"177940";"774"
"720";"PV20  ";"2011KW01";"113.7";"0.3";"-0.7";"956";"-19.5";"8.6";"185621";"177"
"721";"PV20  ";"2011KW02";"111.1";"-2.3";"-2.3";"979";"2.4";"-9.2";"177576";"174"
"722";"PV20  ";"2011KW03";"109.5";"-1.4";"-5.3";"1118";"14.2";"-7";"179246";"200"
"723";"PV20  ";"2011KW04";"108.5";"-0.9";"-4.3";"1040";"-7";"-12.4";"180299";"188"
"724";"PV20  ";"2011JJ00";"110.7";"-3.1";"-3.1";"4093";"-5.8";"-5.8";"180603";"739"
"725";"PV20  ";"2012KW01";"106.6";"-1.7";"-6.3";"718";"-31";"-24.9";"180420";"130"
"726";"PV20  ";"2012KW02";"105.4";"-1.1";"-5.1";"1083";"50.8";"10.6";"177119";"192"
"727";"PV20  ";"2012KW03";"101.7";"-3.5";"-7.1";"807";"-25.5";"-27.8";"161958";"131"
"728";"PV20  ";"2012KW04";"100.9";"-0.8";"-7";"1114";"38";"7.1";"170793";"190"
"729";"PV20  ";"2012JJ00";"103.6";"-6.4";"-6.4";"3722";"-9.1";"-9.1";"172575";"642"
"730";"PV20  ";"2013KW01";"100.4";"-0.5";"-5.8";"684";"-38.6";"-4.7";"163465";"112"
"731";"PV20  ";"2013KW02";"97.7";"-2.7";"-7.3";"743";"8.6";"-31.4";"161735";"120"
"732";"PV20  ";"2013KW03";"97.7";"0";"-3.9";"998";"34.3";"23.7";"163543";"163"
"733";"PV20  ";"2013KW04";"96.4";"-1.4";"-4.4";"1165";"16.7";"4.6";"164624";"192"
"734";"PV20  ";"2013JJ00";"98.1";"-5.4";"-5.4";"3590";"-3.5";"-3.5";"163505";"587"
"735";"PV20  ";"2014KW01";"96.4";"-0.1";"-4";"877";"-24.7";"28.2";"157990";"139"
"736";"PV20  ";"2014KW02";"97.6";"1.3";"-0.1";"982";"12";"32.2";"168674";"166"
"737";"PV20  ";"2014KW03";"97.6";"0.1";"-0.1";"1225";"24.7";"22.7";"164791";"202"
"738";"PV20  ";"2014KW04";"97.7";"0.1";"1.4";"1664";"35.8";"42.8";"169054";"281"
"739";"PV20  ";"2014JJ00";"97.3";"-0.8";"-0.8";"4748";"32.3";"32.3";"165832";"787"
"740";"PV20  ";"2015KW01";"98.9";"1.2";"2.7";"1054";"-36.7";"20.2";"165317";"174"
"741";"PV20  ";"2015KW02";"100.2";"1.2";"2.6";"1237";"17.4";"26";"174611";"216"
"742";"PV20  ";"2015KW03";"100.3";"0.1";"2.7";"1527";"23.4";"24.7";"171650";"262"
"743";"PV20  ";"2015KW04";"100.6";"0.3";"3";"1602";"4.9";"-3.7";"173630";"278"
"744";"PV20  ";"2015JJ00";"100";"2.7";"2.7";"5420";"14.2";"14.2";"171679";"931"
"745";"PV20  ";"2016KW01";"101.6";"1";"2.7";"1304";"-18.6";"23.7";"167360";"218"
"746";"PV20  ";"2016KW02";"102.5";"0.9";"2.4";"1558";"19.5";"26";"176810";"275"
"747";"PV20  ";"2016KW03";"107";"4.4";"6.7";"1825";"17.1";"19.5";"188077";"343"
"748";"PV20  ";"2016KW04";"107.4";"0.4";"6.8";"1748";"-4.2";"9.1";"186032";"325"
"749";"PV20  ";"2016JJ00";"104.7";"4.7";"4.7";"6435";"18.7";"18.7";"180595";"1162"
"750";"PV20  ";"2017KW01";"107.8";"0.4";"6.1";"1647";"-5.8";"26.3";"191895";"316"
"751";"PV20  ";"2017KW02";"109";"1.1";"6.3";"1737";"5.5";"11.5";"198359";"345"
"752";"PV20  ";"2017KW03";"112.2";"2.9";"4.8";"1908";"9.8";"4.5";"194219";"371"
"753";"PV20  ";"2017KW04";"113.3";"1";"5.4";"2005";"5.1";"14.7";"195589";"392"
"754";"PV20  ";"2017JJ00";"110.6";"5.7";"5.7";"7297";"13.4";"13.4";"195057";"1423"
"755";"PV20  ";"2018KW01";"115.1";"1.6";"6.7";"1637";"-18.4";"-0.6";"199301";"326"
"756";"PV20  ";"2018KW02";"117.5";"2.1";"7.8";"1747";"6.7";"0.6";"201296";"352"
"757";"PV20  ";"2018KW03";"120.1";"2.2";"7";"1903";"8.9";"-0.3";"212317";"404"
"758";"PV20  ";"2018KW04";"121.1";"0.8";"6.9";"1846";"-3";"-7.9";"206017";"380"
"759";"PV20  ";"2018JJ00";"118.4";"7.1";"7.1";"7133";"-2.2";"-2.2";"205000";"1462"
"760";"PV20  ";"2019KW01";"122.8";"1.5";"6.8";"1564";"-15.3";"-4.5";"218536";"342"
"761";"PV20  ";"2019KW02";"124.2";"1.1";"5.7";"1823";"16.6";"4.4";"213320";"389"
"762";"PV20  ";"2019KW03";"128.1";"3.1";"6.6";"2031";"11.4";"6.7";"222846";"453"
"763";"PV20  ";"2019KW04";"131.3";"2.5";"8.4";"1982";"-2.4";"7.4";"221706";"439"
"764";"PV20  ";"2019JJ00";"126.6";"6.9";"6.9";"7400";"3.7";"3.7";"219283";"1623"
"765";"PV20  ";"2020KW01";"134.2";"2.2";"9.3";"1606";"-19";"2.7";"234943";"377"
"766";"PV20  ";"2020KW02";"137.9";"2.7";"11";"1829";"13.9";"0.3";"236246";"432"
"767";"PV20  ";"2020KW03";"141.9";"2.9";"10.8";"2037";"11.4";"0.3";"244702";"498"
"768";"PV21  ";"1995KW01";"40.1";;;"1294";;;"67118";"87"
"769";"PV21  ";"1995KW02";"41.2";"2.7";;"1705";"31.8";;"66453";"113"
"770";"PV21  ";"1995KW03";"41.9";"1.6";;"1710";"0.3";;"67741";"116"
"771";"PV21  ";"1995KW04";"43.5";"3.8";;"2147";"25.6";;"69942";"150"
"772";"PV21  ";"1995JJ00";"41.7";;;"6856";;;"67992";"466"
"773";"PV21  ";"1996KW01";"44.6";"2.5";"11.1";"1500";"-30.1";"15.9";"69808";"105"
"774";"PV21  ";"1996KW02";"47.1";"5.8";"14.3";"2098";"39.9";"23.1";"74108";"155"
"775";"PV21  ";"1996KW03";"48.5";"2.9";"15.7";"1961";"-6.5";"14.7";"76778";"151"
"776";"PV21  ";"1996KW04";"49.5";"2";"13.8";"2084";"6.3";"-2.9";"75617";"158"
"777";"PV21  ";"1996JJ00";"47.4";"13.7";"13.7";"7643";"11.5";"11.5";"74361";"568"
"778";"PV21  ";"1997KW01";"49.3";"-0.3";"10.7";"1468";"-29.6";"-2.1";"76268";"112"
"779";"PV21  ";"1997KW02";"51.9";"5.3";"10.2";"2057";"40.1";"-2";"80053";"165"
"780";"PV21  ";"1997KW03";"52.6";"1.2";"8.4";"1950";"-5.2";"-0.6";"85598";"167"
"781";"PV21  ";"1997KW04";"53.6";"1.9";"8.3";"2191";"12.4";"5.1";"85207";"187"
"782";"PV21  ";"1997JJ00";"51.9";"9.3";"9.3";"7666";"0.3";"0.3";"82212";"630"
"783";"PV21  ";"1998KW01";"55.5";"3.5";"12.4";"1370";"-37.5";"-6.7";"84669";"116"
"784";"PV21  ";"1998KW02";"56.6";"2.1";"9";"1957";"42.8";"-4.9";"89306";"175"
"785";"PV21  ";"1998KW03";"58.2";"2.7";"10.6";"1933";"-1.2";"-0.9";"93498";"181"
"786";"PV21  ";"1998KW04";"59.4";"2.1";"10.8";"2277";"17.8";"3.9";"94263";"215"
"787";"PV21  ";"1998JJ00";"57.4";"10.7";"10.7";"7537";"-1.7";"-1.7";"91036";"686"
"788";"PV21  ";"1999KW01";"61.1";"2.8";"10.1";"1689";"-25.8";"23.3";"99623";"168"
"789";"PV21  ";"1999KW02";"63.5";"4.1";"12.2";"2174";"28.7";"11.1";"101470";"221"
"790";"PV21  ";"1999KW03";"67.1";"5.6";"15.3";"2390";"9.9";"23.6";"111593";"267"
"791";"PV21  ";"1999KW04";"69.3";"3.3";"16.8";"2332";"-2.4";"2.4";"111023";"259"
"792";"PV21  ";"1999JJ00";"65.3";"13.7";"13.7";"8585";"13.9";"13.9";"106520";"914"
"793";"PV21  ";"2000KW01";"72.4";"4.5";"18.6";"1500";"-35.7";"-11.2";"118754";"178"
"794";"PV21  ";"2000KW02";"76.5";"5.6";"20.4";"1806";"20.4";"-16.9";"122214";"221"
"795";"PV21  ";"2000KW03";"80.5";"5.2";"20";"1983";"9.8";"-17";"130438";"259"
"796";"PV21  ";"2000KW04";"81.2";"0.9";"17.1";"2287";"15.3";"-1.9";"129344";"296"
"797";"PV21  ";"2000JJ00";"77.7";"19";"19";"7576";"-11.8";"-11.8";"125834";"953"
"798";"PV21  ";"2001KW01";"84.7";"4.2";"16.9";"1511";"-33.9";"0.7";"132623";"200"
"799";"PV21  ";"2001KW02";"87";"2.7";"13.7";"2030";"34.3";"12.4";"138998";"282"
"800";"PV21  ";"2001KW03";"89.4";"2.8";"11.1";"2098";"3.4";"5.8";"144582";"303"
"801";"PV21  ";"2001KW04";"90.9";"1.6";"11.9";"2324";"10.8";"1.6";"144641";"336"
"802";"PV21  ";"2001JJ00";"88";"13.3";"13.3";"7963";"5.1";"5.1";"140906";"1122"
"803";"PV21  ";"2002KW01";"92";"1.1";"8.6";"1783";"-23.3";"18";"152022";"271"
"804";"PV21  ";"2002KW02";"93.3";"1.4";"7.3";"1992";"11.7";"-1.9";"156411";"312"
"805";"PV21  ";"2002KW03";"95.6";"2.4";"6.8";"2065";"3.7";"-1.6";"158427";"327"
"806";"PV21  ";"2002KW04";"95.2";"-0.4";"4.7";"2034";"-1.5";"-12.5";"157777";"321"
"807";"PV21  ";"2002JJ00";"94";"6.8";"6.8";"7874";"-1.1";"-1.1";"156299";"1231"
"808";"PV21  ";"2003KW01";"98.8";"3.8";"7.4";"1568";"-22.9";"-12.1";"160591";"252"
"809";"PV21  ";"2003KW02";"100.7";"1.9";"7.9";"1866";"19";"-6.3";"162106";"302"
"810";"PV21  ";"2003KW03";"99.7";"-0.9";"4.4";"2275";"21.9";"10.2";"154884";"352"
"811";"PV21  ";"2003KW04";"102.6";"2.9";"7.8";"2283";"0.4";"12.2";"167020";"381"
"812";"PV21  ";"2003JJ00";"100.4";"6.9";"6.9";"7992";"1.5";"1.5";"161157";"1288"
"813";"PV21  ";"2004KW01";"103.9";"1.3";"5.2";"1452";"-36.4";"-7.4";"166522";"242"
"814";"PV21  ";"2004KW02";"105.8";"1.9";"5.1";"1936";"33.3";"3.8";"171293";"332"
"815";"PV21  ";"2004KW03";"108.2";"2.2";"8.4";"2061";"6.5";"-9.4";"174874";"360"
"816";"PV21  ";"2004KW04";"109";"0.8";"6.3";"2256";"9.5";"-1.2";"175797";"397"
"817";"PV21  ";"2004JJ00";"106.7";"6.3";"6.3";"7705";"-3.6";"-3.6";"172671";"1330"
"818";"PV21  ";"2005KW01";"109.4";"0.4";"5.3";"1587";"-29.7";"9.3";"169682";"269"
"819";"PV21  ";"2005KW02";"111.3";"1.7";"5.1";"1997";"25.8";"3.2";"178500";"356"
"820";"PV21  ";"2005KW03";"113.5";"2";"5";"2090";"4.7";"1.4";"187633";"392"
"821";"PV21  ";"2005KW04";"113.6";"0.1";"4.3";"2304";"10.2";"2.1";"177224";"408"
"822";"PV21  ";"2005JJ00";"112";"4.9";"4.9";"7978";"3.5";"3.5";"178770";"1426"
"823";"PV21  ";"2006KW01";"116.3";"2.3";"6.3";"1813";"-21.3";"14.2";"189193";"343"
"824";"PV21  ";"2006KW02";"117.7";"1.2";"5.8";"2119";"16.9";"6.1";"188692";"400"
"825";"PV21  ";"2006KW03";"118.9";"1";"4.7";"2107";"-0.6";"0.8";"194358";"410"
"826";"PV21  ";"2006KW04";"120.2";"1.1";"5.7";"2115";"0.4";"-8.2";"189654";"401"
"827";"PV21  ";"2006JJ00";"118.3";"5.6";"5.6";"8154";"2.2";"2.2";"190517";"1553"
"828";"PV21  ";"2007KW01";"120.9";"0.6";"4";"1669";"-21.1";"-7.9";"191114";"319"
"829";"PV21  ";"2007KW02";"122.8";"1.5";"4.3";"1906";"14.2";"-10.1";"197758";"377"
"830";"PV21  ";"2007KW03";"123.3";"0.4";"3.7";"2032";"6.6";"-3.6";"201948";"410"
"831";"PV21  ";"2007KW04";"123";"-0.2";"2.4";"2145";"5.6";"1.4";"197128";"423"
"832";"PV21  ";"2007JJ00";"122.5";"3.6";"3.6";"7752";"-4.9";"-4.9";"197251";"1529"
"833";"PV21  ";"2008KW01";"125.9";"2.3";"4.1";"1530";"-28.7";"-8.3";"200408";"307"
"834";"PV21  ";"2008KW02";"125";"-0.7";"1.8";"1781";"16.4";"-6.6";"204330";"364"
"835";"PV21  ";"2008KW03";"125.6";"0.4";"1.9";"1685";"-5.4";"-17.1";"206192";"347"
"836";"PV21  ";"2008KW04";"125.6";"0";"2.1";"1671";"-0.8";"-22.1";"204284";"341"
"837";"PV21  ";"2008JJ00";"125.5";"2.5";"2.5";"6667";"-14";"-14";"203889";"1359"
"838";"PV21  ";"2009KW01";"122.8";"-2.2";"-2.5";"949";"-43.2";"-38";"202291";"192"
"839";"PV21  ";"2009KW02";"119.8";"-2.5";"-4.2";"1119";"17.9";"-37.2";"187299";"210"
"840";"PV21  ";"2009KW03";"119.2";"-0.5";"-5.1";"1246";"11.3";"-26.1";"192020";"239"
"841";"PV21  ";"2009KW04";"118.7";"-0.4";"-5.5";"1320";"5.9";"-21";"192319";"254"
"842";"PV21  ";"2009JJ00";"120.1";"-4.3";"-4.3";"4634";"-30.5";"-30.5";"193069";"895"
"843";"PV21  ";"2010KW01";"120.1";"1.1";"-2.2";"1004";"-23.9";"5.8";"196054";"197"
"844";"PV21  ";"2010KW02";"119.7";"-0.4";"-0.1";"1212";"20.7";"8.3";"193071";"234"
"845";"PV21  ";"2010KW03";"120";"0.3";"0.6";"1149";"-5.2";"-7.8";"195763";"225"
"846";"PV21  ";"2010KW04";"118";"-1.6";"-0.6";"1355";"17.9";"2.7";"196512";"266"
"847";"PV21  ";"2010JJ00";"119.4";"-0.6";"-0.6";"4720";"1.9";"1.9";"195349";"922"
"848";"PV21  ";"2011KW01";"115.7";"-2";"-3.7";"1029";"-24.1";"2.5";"192484";"198"
"849";"PV21  ";"2011KW02";"115";"-0.6";"-3.9";"1089";"5.8";"-10.1";"192629";"210"
"850";"PV21  ";"2011KW03";"114.8";"-0.2";"-4.3";"1151";"5.7";"0.2";"195170";"225"
"851";"PV21  ";"2011KW04";"111.7";"-2.7";"-5.4";"1096";"-4.8";"-19.1";"186453";"204"
"852";"PV21  ";"2011JJ00";"114.3";"-4.3";"-4.3";"4365";"-7.5";"-7.5";"191714";"837"
"853";"PV21  ";"2012KW01";"110";"-1.5";"-4.9";"792";"-27.7";"-23";"186918";"148"
"854";"PV21  ";"2012KW02";"109.6";"-0.4";"-4.8";"1174";"48.2";"7.8";"185412";"218"
"855";"PV21  ";"2012KW03";"105";"-4.1";"-8.5";"829";"-29.4";"-28";"169841";"141"
"856";"PV21  ";"2012KW04";"103.2";"-1.7";"-7.6";"1236";"49.1";"12.8";"179799";"222"
"857";"PV21  ";"2012JJ00";"107";"-6.4";"-6.4";"4031";"-7.7";"-7.7";"180784";"729"
"858";"PV21  ";"2013KW01";"101.3";"-1.8";"-7.9";"765";"-38.1";"-3.4";"170410";"130"
"859";"PV21  ";"2013KW02";"97.6";"-3.7";"-10.9";"829";"8.4";"-29.4";"168638";"140"
"860";"PV21  ";"2013KW03";"98.7";"1.2";"-6";"926";"11.7";"11.7";"168831";"156"
"861";"PV21  ";"2013KW04";"99.2";"0.5";"-3.9";"1358";"46.7";"9.9";"171110";"232"
"862";"PV21  ";"2013JJ00";"99.2";"-7.2";"-7.2";"3878";"-3.8";"-3.8";"169899";"659"
"863";"PV21  ";"2014KW01";"97.9";"-1.3";"-3.4";"1023";"-24.7";"33.7";"171876";"176"
"864";"PV21  ";"2014KW02";"98.4";"0.5";"0.8";"1314";"28.4";"58.5";"172080";"226"
"865";"PV21  ";"2014KW03";"97.9";"-0.6";"-0.9";"1293";"-1.6";"39.6";"177735";"230"
"866";"PV21  ";"2014KW04";"98";"0.1";"-1.2";"1813";"40.2";"33.5";"174648";"317"
"867";"PV21  ";"2014JJ00";"98";"-1.2";"-1.2";"5443";"40.4";"40.4";"174240";"948"
"868";"PV21  ";"2015KW01";"99.1";"1.1";"1.2";"1130";"-37.7";"10.5";"171136";"193"
"869";"PV21  ";"2015KW02";"99.5";"0.4";"1.1";"1479";"30.9";"12.6";"179789";"266"
"870";"PV21  ";"2015KW03";"100.2";"0.7";"2.4";"1794";"21.3";"38.7";"185447";"333"
"871";"PV21  ";"2015KW04";"101.2";"1";"3.3";"1874";"4.5";"3.4";"181841";"341"
"872";"PV21  ";"2015JJ00";"100";"2";"2";"6277";"15.3";"15.3";"180461";"1133"
"873";"PV21  ";"2016KW01";"102.1";"0.9";"3.1";"1464";"-21.9";"29.6";"182152";"267"
"874";"PV21  ";"2016KW02";"102";"-0.1";"2.6";"1847";"26.2";"24.9";"183874";"340"
"875";"PV21  ";"2016KW03";"105.4";"3.3";"5.2";"2134";"15.5";"19";"189511";"404"
"876";"PV21  ";"2016KW04";"105.8";"0.4";"4.6";"2145";"0.5";"14.5";"193862";"416"
"877";"PV21  ";"2016JJ00";"103.9";"3.9";"3.9";"7590";"20.9";"20.9";"187950";"1427"
"878";"PV21  ";"2017KW01";"107";"1.1";"4.8";"1923";"-10.4";"31.4";"199018";"383"
"879";"PV21  ";"2017KW02";"109.5";"2.3";"7.3";"2194";"14.1";"18.8";"199560";"438"
"880";"PV21  ";"2017KW03";"111.3";"1.7";"5.6";"2280";"3.9";"6.8";"203434";"464"
"881";"PV21  ";"2017KW04";"112.6";"1.1";"6.4";"2580";"13.2";"20.3";"203047";"524"
"882";"PV21  ";"2017JJ00";"110.1";"6";"6";"8977";"18.3";"18.3";"201430";"1808"
"883";"PV21  ";"2018KW01";"115.3";"2.4";"7.8";"1908";"-26";"-0.8";"210988";"403"
"884";"PV21  ";"2018KW02";"117.1";"1.5";"7";"1942";"1.8";"-11.5";"210364";"409"
"885";"PV21  ";"2018KW03";"119.1";"1.7";"7";"2223";"14.5";"-2.5";"217887";"484"
"886";"PV21  ";"2018KW04";"122.3";"2.7";"8.7";"2238";"0.7";"-13.3";"223718";"501"
"887";"PV21  ";"2018JJ00";"118.5";"7.6";"7.6";"8311";"-7.4";"-7.4";"216116";"1796"
"888";"PV21  ";"2019KW01";"123";"0.6";"6.7";"1675";"-25.2";"-12.2";"228154";"382"
"889";"PV21  ";"2019KW02";"126";"2.4";"7.6";"2156";"28.7";"11";"233254";"503"
"890";"PV21  ";"2019KW03";"128.6";"2.1";"8";"2354";"9.2";"5.9";"226307";"533"
"891";"PV21  ";"2019KW04";"130.3";"1.3";"6.5";"2283";"-3";"2";"234474";"535"
"892";"PV21  ";"2019JJ00";"127";"7.2";"7.2";"8468";"1.9";"1.9";"230643";"1953"
"893";"PV21  ";"2020KW01";"132.3";"1.5";"7.5";"1898";"-16.9";"13.3";"247000";"469"
"894";"PV21  ";"2020KW02";"133.7";"1.1";"6.1";"2117";"11.5";"-1.8";"251099";"532"
